6.140381, -6.827338, 8.108342, 9.361663, -1.128502, -6.917053, 2.041883, 7.852363, -3.426593, 12.702332, -0.890792, -3.284096, 0
-8.182663, -2.569272, -4.885151, -9.864734, 1.902423, 1.643338, -8.014679, -5.315713, -3.326005, -3.473932, -6.393207, 3.602366, 0
5.360278, 1.906981, 6.914725, 8.916373, -4.738544, -0.107485, -9.026022, 2.020354, 4.760228, 4.720349, 5.130472, -6.404522, 0
5.430437, -4.060095, 1.697196, 7.614160, -2.302754, -4.130820, 3.455906, 6.091887, 2.697359, 12.103808, 4.676825, -3.501564, 0
8.317262, -1.992397, 2.644551, 23.691541, -4.536395, 2.026546, -4.358750, 14.847022, 3.588433, 21.234970, 12.959295, -6.733408, 0
-5.798515, -0.375622, -10.367829, -16.586327, -1.741189, -6.728443, -6.288106, -1.531717, -4.487425, -5.510355, -12.751579, 4.500595, 0
-3.973290, 4.327407, -9.157206, -12.213811, 10.285958, -2.346742, -7.515000, -8.181074, -9.648735, -0.666461, -6.548468, 6.616912, 0
-8.880569, -2.632441, -5.454341, -40.277725, 3.788316, 8.372979, -8.351123, -13.260384, -0.302627, -15.484137, -7.928157, 9.249637, 0
12.606336, -1.217311, 6.969189, 20.450874, -1.168545, -4.998821, 12.303620, 19.288904, 1.060651, 16.760733, 12.854649, -9.874489, 0
-11.996198, 0.605904, -4.396188, -16.625547, 3.799465, 2.547309, -3.907911, -2.897440, 1.594670, -2.777276, -0.477652, 11.720291, 0
-2.579109, -0.741055, -5.323920, -7.174621, 3.922413, -5.983350, -1.073084, 0.055861, -4.580711, -2.672524, -10.541077, 1.102728, 0
3.412847, -4.162865, 5.926718, 6.077715, -5.608155, -6.271656, 3.787279, 6.680625, 2.908750, 8.152365, 1.731998, -2.784432, 0
-9.004417, -2.251804, -12.376157, -31.169785, 6.751604, 3.568243, -10.559753, -15.251393, -8.619062, -11.859291, -16.679641, 8.018244, 0
5.741299, -1.953279, 8.720983, 24.545007, -2.282266, -5.263128, 8.161538, 15.377664, 6.391011, 19.068372, 10.676439, -8.507205, 0
-4.114647, -2.566459, 1.319205, -17.881010, 1.981465, -3.791270, -3.064884, -5.889363, -3.230908, -7.393380, -8.121449, -2.271035, 0
-5.793615, -6.928858, -9.395765, -28.863284, 9.388614, 0.039336, -4.658230, -16.903367, -13.080273, -9.794283, -11.261368, 7.916312, 0
2.973858, 0.330181, 13.179867, 25.154332, 1.612088, -11.023737, 9.382256, 15.128106, 4.327270, 27.634590, 13.262015, -3.942327, 0
4.302573, 4.408394, 3.600219, 12.046751, 1.693488, -3.506037, -4.086711, 1.753647, 0.622820, 13.229983, 2.953152, 1.254886, 0
-4.426982, 0.012905, -2.129850, -13.482722, 4.349628, -0.155338, -11.644489, -2.002317, -1.935862, -2.509906, -14.496455, 3.917418, 0
-6.531258, -5.717563, -16.122004, -39.763049, 3.638894, -1.927941, -12.968957, -12.015170, -9.645163, -13.125199, -18.961454, 1.790566, 0
8.252777, -2.167397, 11.652287, 26.293952, 0.148536, -12.281809, 13.357365, 27.210905, 5.277742, 18.714011, 14.560576, -3.460518, 0
-4.946989, -0.994519, -2.379485, -16.315270, 1.690965, -1.065086, -7.503578, -8.793171, -4.001109, -4.632584, -1.937445, 2.558269, 0
